lng,lat,u,v,date
256,26,2.5405445,1.6461011,2018100909
257,26,2.5805445,-0.26389894,2018100909
258,26,-0.63945556,2.356101,2018100909
259,26,-0.88945556,-1.3438989,2018100909
260,26,-3.6394556,3.406101,2018100909
261,26,-3.9694555,5.726101,2018100909
262,26,-1.7494556,3.686101,2018100909
263,26,-3.6394556,6.536101,2018100909
264,26,-3.8994555,6.666101,2018100909
265,26,-3.5194557,4.536101,2018100909
266,26,-3.1894555,2.4661012,2018100909
267,26,-3.7194555,0.43610108,2018100909
268,26,-5.2894554,1.096101,2018100909
269,26,-6.889456,0.07610107,2018100909
270,26,-6.1994557,-1.283899,2018100909
271,26,-9.639456,-2.593899,2018100909
272,26,-12.999455,-4.193899,2018100909
273,26,-15.749455,-3.443899,2018100909
274,26,-18.749456,0.26610106,2018100909
275,26,-18.759455,4.446101,2018100909
276,26,-14.899456,5.776101,2018100909
277,26,-13.689456,5.566101,2018100909
278,26,-10.429456,3.116101,2018100909
279,26,-3.4394555,0.6161011,2018100909
280,26,-6.9894557,4.236101,2018100909
281,26,-7.139456,3.2461011,2018100909
282,26,-7.3994555,2.556101,2018100909
283,26,-7.0294557,4.8461013,2018100909
284,26,-7.6194553,4.806101,2018100909
285,26,-7.6494555,4.0961013,2018100909
286,26,-8.739455,3.626101,2018100909
287,26,-8.779455,3.916101,2018100909
288,26,-9.159455,3.176101,2018100909
253,27,6.3505445,5.256101,2018100909
254,27,1.2905444,-0.30389893,2018100909
255,27,3.0605445,0.19610107,2018100909
256,27,2.4905443,-1.9938989,2018100909
257,27,0.9405444,1.2661011,2018100909
258,27,-1.0194556,-0.37389892,2018100909
259,27,-1.0594555,3.336101,2018100909
260,27,-4.639456,5.656101,2018100909
261,27,-3.9494555,4.666101,2018100909
262,27,-2.6594555,3.376101,2018100909
263,27,-4.7294555,8.406101,2018100909
264,27,-4.389456,6.946101,2018100909
265,27,-3.6394556,4.566101,2018100909
266,27,-3.9394555,2.816101,2018100909
267,27,-4.159456,1.5561011,2018100909
268,27,-7.5294557,2.1961012,2018100909
269,27,-8.139456,1.3961011,2018100909
270,27,-8.259456,-0.18389893,2018100909
271,27,-10.469456,-1.263899,2018100909
272,27,-12.849456,-0.8938989,2018100909
273,27,-14.449455,-0.59389895,2018100909
274,27,-15.399456,0.12610108,2018100909
275,27,-15.909455,1.6361011,2018100909
276,27,-14.739455,2.426101,2018100909
277,27,-13.109455,2.426101,2018100909
278,27,-5.909456,-0.10389893,2018100909
279,27,-6.8494554,1.6761011,2018100909
280,27,-8.659455,2.906101,2018100909
281,27,-9.149456,2.086101,2018100909
282,27,-7.8594556,1.9461011,2018100909
283,27,-9.819455,2.7461011,2018100909
284,27,-9.579455,3.796101,2018100909
285,27,-10.059456,4.106101,2018100909
286,27,-10.289455,3.186101,2018100909
287,27,-10.249455,2.856101,2018100909
288,27,-10.239455,3.386101,2018100909
253,28,5.7405443,1.9061011,2018100909
254,28,1.3605444,0.9961011,2018100909
255,28,7.0205445,-3.2338989,2018100909
256,28,6.5005445,-2.333899,2018100909
257,28,3.4505444,-0.9538989,2018100909
258,28,0.45054445,0.58610106,2018100909
259,28,-5.8594556,6.496101,2018100909
260,28,-3.9794555,5.3261013,2018100909
261,28,-3.1694555,3.896101,2018100909
262,28,-1.8394556,3.5061011,2018100909
263,28,-4.5994554,7.516101,2018100909
264,28,-5.1894555,5.5761013,2018100909
265,28,-4.8394556,4.3661013,2018100909
266,28,-4.5994554,3.4461012,2018100909
267,28,-4.7494555,2.786101,2018100909
268,28,-8.239455,3.536101,2018100909
269,28,-8.609455,2.636101,2018100909
270,28,-8.969456,1.6661011,2018100909
271,28,-10.679456,0.70610106,2018100909
272,28,-12.289455,0.4261011,2018100909
273,28,-13.899456,0.90610105,2018100909
274,28,-14.729456,1.2661011,2018100909
275,28,-14.649456,1.4361011,2018100909
276,28,-13.919456,2.426101,2018100909
277,28,-11.869455,2.0161011,2018100909
278,28,-5.7194557,-0.0038989258,2018100909
279,28,-3.8094556,0.22610107,2018100909
280,28,-11.009456,2.4961011,2018100909
281,28,-11.029455,1.976101,2018100909
282,28,-11.279455,1.9261011,2018100909
283,28,-11.369455,2.7061012,2018100909
284,28,-11.669456,3.2561011,2018100909
285,28,-12.679456,2.926101,2018100909
286,28,-12.369455,2.576101,2018100909
287,28,-11.789455,2.316101,2018100909
288,28,-11.699455,1.996101,2018100909
253,29,3.5305445,0.10610107,2018100909
254,29,0.21054444,-0.78389895,2018100909
255,29,0.24054444,-1.6838989,2018100909
256,29,4.4705443,-1.773899,2018100909
257,29,4.3005443,0.6161011,2018100909
258,29,-0.16945557,4.296101,2018100909
259,29,-4.2094555,6.586101,2018100909
260,29,-4.0894556,3.066101,2018100909
261,29,-2.5694556,2.926101,2018100909
262,29,-2.1394556,3.126101,2018100909
263,29,-3.0594556,1.1861011,2018100909
264,29,-2.7294555,1.0061011,2018100909
265,29,-6.2194557,4.336101,2018100909
266,29,-5.1894555,2.9761012,2018100909
267,29,-7.0794554,3.286101,2018100909
268,29,-8.569455,3.7661011,2018100909
269,29,-8.199455,2.646101,2018100909
270,29,-9.489455,1.6961011,2018100909
271,29,-9.119455,1.4261011,2018100909
272,29,-12.299456,2.026101,2018100909
273,29,-12.309456,1.6361011,2018100909
274,29,-13.599456,2.2461011,2018100909
275,29,-13.4594555,2.276101,2018100909
276,29,-13.079455,2.2061012,2018100909
277,29,-11.149456,1.1961011,2018100909
278,29,-4.5094557,-0.023898926,2018100909
279,29,-5.2194557,0.96610105,2018100909
280,29,-12.119455,1.8161011,2018100909
281,29,-12.169456,1.4561011,2018100909
282,29,-12.529455,1.3961011,2018100909
283,29,-12.899456,1.3861011,2018100909
284,29,-12.7094555,1.7061011,2018100909
285,29,-13.039455,1.8961011,2018100909
286,29,-12.639456,1.8261011,2018100909
287,29,-11.919456,0.90610105,2018100909
288,29,-11.099456,0.71610105,2018100909
253,30,2.2205443,0.5361011,2018100909
254,30,3.0105445,-0.07389893,2018100909
255,30,1.7205445,-2.0038989,2018100909
256,30,3.3105445,-4.723899,2018100909
257,30,3.0805445,-5.473899,2018100909
258,30,-4.9294558,8.116101,2018100909
259,30,-5.7094555,8.716101,2018100909
260,30,-3.7394555,6.786101,2018100909
261,30,-2.0194557,2.7261012,2018100909
262,30,-1.8294556,3.046101,2018100909
263,30,-3.5094557,3.406101,2018100909
264,30,-2.7494555,0.7961011,2018100909
265,30,-3.3794556,-0.16389893,2018100909
266,30,-3.3194556,-0.31389892,2018100909
267,30,-2.8294556,-0.61389893,2018100909
268,30,-3.5194557,-0.28389892,2018100909
269,30,-3.4494555,0.29610106,2018100909
270,30,-7.5494556,1.5461011,2018100909
271,30,-11.549456,2.146101,2018100909
272,30,-12.049456,1.4061011,2018100909
273,30,-12.419456,1.726101,2018100909
274,30,-11.089456,-0.67389894,2018100909
275,30,-3.1894555,-1.1138989,2018100909
276,30,-8.2094555,-0.3838989,2018100909
277,30,-3.3194556,-1.0738989,2018100909
278,30,-2.8594556,-0.18389893,2018100909
279,30,-11.579455,2.816101,2018100909
280,30,-11.819455,1.6861011,2018100909
281,30,-12.139456,0.8061011,2018100909
282,30,-12.059456,0.77610105,2018100909
283,30,-12.099456,0.9261011,2018100909
284,30,-12.219456,0.5361011,2018100909
285,30,-12.189456,0.65610105,2018100909
286,30,-11.789455,0.89610106,2018100909
287,30,-11.169456,0.7561011,2018100909
288,30,-10.259456,0.32610106,2018100909
253,31,2.6305444,1.106101,2018100909
254,31,1.9205444,1.2961011,2018100909
255,31,2.2305443,-0.5238989,2018100909
256,31,2.9505444,0.63610107,2018100909
257,31,3.6705444,-3.363899,2018100909
258,31,1.3405445,10.826101,2018100909
259,31,-4.7594557,10.066101,2018100909
260,31,-3.4094555,8.506101,2018100909
261,31,-3.1194556,4.906101,2018100909
262,31,-1.4794556,3.856101,2018100909
263,31,-2.0494556,3.146101,2018100909
264,31,-3.8894556,2.126101,2018100909
265,31,-1.8994555,0.8161011,2018100909
266,31,-2.3894556,0.9861011,2018100909
267,31,-1.9594556,0.16610107,2018100909
268,31,-3.6194556,-0.043898925,2018100909
269,31,-2.4494555,0.16610107,2018100909
270,31,-2.7694557,-0.27389893,2018100909
271,31,-2.8194556,-0.60389894,2018100909
272,31,-3.2694557,-0.013898926,2018100909
273,31,-3.3794556,-0.48389894,2018100909
274,31,-4.7794557,-0.26389894,2018100909
275,31,-4.9294558,-1.003899,2018100909
276,31,-5.2194557,-1.1738989,2018100909
277,31,-3.2194555,-1.1038989,2018100909
278,31,-2.1294556,-0.31389892,2018100909
279,31,-10.529455,2.436101,2018100909
280,31,-10.999455,1.606101,2018100909
281,31,-11.309456,1.216101,2018100909
282,31,-10.979456,0.9761011,2018100909
283,31,-10.719456,1.466101,2018100909
284,31,-11.2094555,1.486101,2018100909
285,31,-11.079455,1.226101,2018100909
286,31,-10.529455,1.466101,2018100909
287,31,-10.009456,1.4361011,2018100909
288,31,-9.2094555,1.3961011,2018100909
253,32,3.2205443,-0.5738989,2018100909
254,32,1.5905445,1.2661011,2018100909
255,32,2.0505445,0.20610107,2018100909
256,32,1.4305444,-0.113898925,2018100909
257,32,1.3705444,-3.883899,2018100909
258,32,1.7205445,8.336102,2018100909
259,32,-1.7294556,7.8861012,2018100909
260,32,-3.5894556,6.676101,2018100909
261,32,-2.7294555,6.436101,2018100909
262,32,-1.6394556,5.036101,2018100909
263,32,-2.1894555,3.806101,2018100909
264,32,-3.2894557,2.566101,2018100909
265,32,-2.6394556,2.4861012,2018100909
266,32,-2.5094557,1.3161011,2018100909
267,32,-2.7294555,0.9261011,2018100909
268,32,-2.9094555,0.3661011,2018100909
269,32,-2.7794557,0.6661011,2018100909
270,32,-3.4094555,0.84610105,2018100909
271,32,-3.7294555,0.45610106,2018100909
272,32,-2.7294555,-0.06389893,2018100909
273,32,-3.5394557,0.25610107,2018100909
274,32,-4.4394555,0.48610106,2018100909
275,32,-4.6294556,-0.28389892,2018100909
276,32,-4.7494555,-1.3638989,2018100909
277,32,-4.0494556,-1.753899,2018100909
278,32,-3.6894555,-2.373899,2018100909
279,32,-5.1694555,1.116101,2018100909
280,32,-10.839456,3.076101,2018100909
281,32,-10.879456,2.646101,2018100909
282,32,-10.359455,2.776101,2018100909
283,32,-9.879456,2.296101,2018100909
284,32,-9.929456,2.126101,2018100909
285,32,-9.819455,2.176101,2018100909
286,32,-10.359455,1.1761011,2018100909
287,32,-9.829455,1.0161011,2018100909
288,32,-9.159455,1.1861011,2018100909
253,33,-0.8594556,1.7861011,2018100909
254,33,0.15054443,0.45610106,2018100909
255,33,2.7005444,0.59610105,2018100909
256,33,1.2905444,-0.7738989,2018100909
257,33,2.0805445,-3.4838989,2018100909
258,33,1.0405444,3.156101,2018100909
259,33,-0.52945554,5.276101,2018100909
260,33,-1.6894555,6.506101,2018100909
261,33,-2.3294556,5.746101,2018100909
262,33,-2.4294555,4.956101,2018100909
263,33,-2.9194555,4.876101,2018100909
264,33,-2.9594555,2.526101,2018100909
265,33,-3.0294557,2.9861012,2018100909
266,33,-2.6794555,2.0061011,2018100909
267,33,-2.3694556,1.1761011,2018100909
268,33,-2.4794555,0.95610106,2018100909
269,33,-3.4994555,1.3861011,2018100909
270,33,-3.4394555,1.4261011,2018100909
271,33,-3.2494555,0.89610106,2018100909
272,33,-2.9594555,0.63610107,2018100909
273,33,-4.1494555,0.90610105,2018100909
274,33,-3.9594555,0.59610105,2018100909
275,33,-4.0894556,0.14610107,2018100909
276,33,-3.5994556,-0.8138989,2018100909
277,33,-4.3394556,-0.85389894,2018100909
278,33,-4.8794556,-1.4938989,2018100909
279,33,-3.1694555,-1.523899,2018100909
280,33,-3.4494555,-0.6938989,2018100909
281,33,-9.329455,1.716101,2018100909
282,33,-10.189456,2.9961011,2018100909
283,33,-10.829455,2.416101,2018100909
284,33,-11.179456,1.2561011,2018100909
285,33,-10.069455,1.5461011,2018100909
286,33,-9.439456,2.2361012,2018100909
287,33,-9.329455,1.8061011,2018100909
288,33,-9.219456,1.0761011,2018100909
253,34,1.0405444,-1.1838989,2018100909
254,34,1.0905445,2.796101,2018100909
255,34,1.3505445,0.7561011,2018100909
256,34,1.4605445,-0.7638989,2018100909
257,34,0.54054445,-3.943899,2018100909
258,34,-1.3994555,3.4961011,2018100909
259,34,-0.45945558,3.9761012,2018100909
260,34,-0.89945555,3.9961011,2018100909
261,34,-3.8094556,1.976101,2018100909
262,34,-3.5994556,3.836101,2018100909
263,34,-3.1994555,2.9561012,2018100909
264,34,-4.1294556,1.7861011,2018100909
265,34,-3.1894555,1.8261011,2018100909
266,34,-2.4394555,1.2561011,2018100909
267,34,-2.0594556,0.9161011,2018100909
268,34,-2.2194555,1.8961011,2018100909
269,34,-2.9594555,2.156101,2018100909
270,34,-3.4594555,1.7561011,2018100909
271,34,-3.1794555,1.0161011,2018100909
272,34,-3.4894555,1.2061011,2018100909
273,34,-3.2594557,0.90610105,2018100909
274,34,-2.9694555,0.58610106,2018100909
275,34,-4.0494556,1.1861011,2018100909
276,34,-5.0794554,-0.5238989,2018100909
277,34,-3.0994556,-1.383899,2018100909
278,34,-3.4194555,-1.0538989,2018100909
279,34,-4.0194554,-1.0938989,2018100909
280,34,-4.5494556,-2.0138988,2018100909
281,34,-2.9594555,-1.753899,2018100909
282,34,-5.139456,0.38610107,2018100909
283,34,-9.809456,1.8861011,2018100909
284,34,-9.749455,2.536101,2018100909
285,34,-9.489455,2.336101,2018100909
286,34,-9.159455,2.026101,2018100909
287,34,-8.879456,1.8061011,2018100909
288,34,-8.509456,1.3261011,2018100909
253,35,2.3005445,-2.353899,2018100909
254,35,2.0305445,-0.5838989,2018100909
255,35,-0.33945557,3.4761012,2018100909
256,35,1.3505445,1.8061011,2018100909
257,35,2.4705443,-0.13389893,2018100909
258,35,3.0205445,3.616101,2018100909
259,35,-0.51945555,4.516101,2018100909
260,35,-2.1794555,4.3861012,2018100909
261,35,-2.8194556,1.5661011,2018100909
262,35,-4.2694554,3.0161011,2018100909
263,35,-3.1894555,3.026101,2018100909
264,35,-2.3894556,0.6661011,2018100909
265,35,-1.5294555,1.106101,2018100909
266,35,-1.8794556,2.9961011,2018100909
267,35,-1.4894556,2.0161011,2018100909
268,35,-2.2594557,2.666101,2018100909
269,35,-2.8394556,2.796101,2018100909
270,35,-3.2294555,3.2461011,2018100909
271,35,-3.0694556,1.976101,2018100909
272,35,-3.3494556,1.7861011,2018100909
273,35,-3.0494556,1.1561011,2018100909
274,35,-2.8694556,1.3061011,2018100909
275,35,-1.4694556,0.52610105,2018100909
276,35,-4.409456,2.166101,2018100909
277,35,-3.4894555,-0.19389893,2018100909
278,35,-2.2494555,-1.7938989,2018100909
279,35,-3.5594556,-0.46389893,2018100909
280,35,-2.8094556,-1.013899,2018100909
281,35,-3.4294555,-1.253899,2018100909
282,35,-3.2194555,-1.403899,2018100909
283,35,-1.9394555,-0.59389895,2018100909
284,35,-7.659456,2.0061011,2018100909
285,35,-8.219456,2.656101,2018100909
286,35,-7.8594556,2.316101,2018100909
287,35,-7.5294557,2.116101,2018100909
288,35,-6.9994555,1.8161011,2018100909
253,36,2.0305445,-0.41389892,2018100909
254,36,-0.07945557,-0.083898924,2018100909
255,36,1.5705445,0.38610107,2018100909
256,36,-0.70945555,1.6661011,2018100909
257,36,0.38054442,-5.483899,2018100909
258,36,-4.8194556,-5.793899,2018100909
259,36,-1.7594556,-1.4338989,2018100909
260,36,-1.6694555,3.366101,2018100909
261,36,-1.0394555,1.7961011,2018100909
262,36,-2.5194557,0.8561011,2018100909
263,36,-2.5594556,2.9961011,2018100909
264,36,-1.8794556,1.1661011,2018100909
265,36,-2.0094557,2.666101,2018100909
266,36,-1.5594555,4.716101,2018100909
267,36,-0.95945555,2.406101,2018100909
268,36,-1.3994555,1.996101,2018100909
269,36,-2.1494555,3.0161011,2018100909
270,36,-2.7094555,2.836101,2018100909
271,36,-3.3494556,3.4761012,2018100909
272,36,-2.2694557,1.996101,2018100909
273,36,-2.1894555,2.276101,2018100909
274,36,-1.7094556,1.2561011,2018100909
275,36,-2.1494555,3.0161011,2018100909
276,36,-1.6794555,-0.9938989,2018100909
277,36,-2.4194555,1.1761011,2018100909
278,36,-3.4294555,2.656101,2018100909
279,36,-1.7994555,-1.2238989,2018100909
280,36,-2.5294557,-0.67389894,2018100909
281,36,-2.3294556,-0.59389895,2018100909
282,36,-2.6094556,-1.2138989,2018100909
283,36,-1.9894556,-0.98389894,2018100909
284,36,-3.9494555,0.70610106,2018100909
285,36,-5.8294554,1.5361011,2018100909
286,36,-6.659456,2.7561011,2018100909
287,36,-6.3594556,1.966101,2018100909
288,36,-6.2894554,1.1561011,2018100909
253,37,-1.2894555,-0.90389895,2018100909
254,37,1.0805445,0.15610108,2018100909
255,37,-1.3494556,-1.143899,2018100909
256,37,-0.77945554,-2.953899,2018100909
257,37,1.0405444,-5.913899,2018100909
258,37,-2.3394556,-6.443899,2018100909
259,37,-1.3894556,-5.733899,2018100909
260,37,-1.4194555,-4.063899,2018100909
261,37,-2.4994555,-0.3838989,2018100909
262,37,-3.1694555,-0.31389892,2018100909
263,37,-3.0094557,2.2661011,2018100909
264,37,-0.18945557,0.57610106,2018100909
265,37,-0.41945556,2.0061011,2018100909
266,37,-1.3994555,4.376101,2018100909
267,37,-2.1494555,4.286101,2018100909
268,37,-1.5494555,3.326101,2018100909
269,37,-1.4794556,1.7061011,2018100909
270,37,-2.2994556,2.886101,2018100909
271,37,-2.6894555,3.076101,2018100909
272,37,-2.0994556,2.786101,2018100909
273,37,-1.8394556,2.546101,2018100909
274,37,-1.7094556,2.2061012,2018100909
275,37,-1.3994555,0.7561011,2018100909
276,37,-2.4594555,1.8861011,2018100909
277,37,-1.2294556,1.2561011,2018100909
278,37,-2.0194557,1.5061011,2018100909
279,37,-2.8594556,2.7561011,2018100909
280,37,-1.8994555,0.70610106,2018100909
281,37,-1.5294555,-0.53389895,2018100909
282,37,-1.6394556,-0.06389893,2018100909
283,37,-1.4094555,-0.12389892,2018100909
284,37,-4.4894557,1.7761011,2018100909
285,37,-4.3194556,1.6561011,2018100909
286,37,-4.9994555,3.076101,2018100909
287,37,-3.7694557,2.626101,2018100909
288,37,-5.2694554,2.796101,2018100909
253,38,0.16054444,1.866101,2018100909
254,38,-0.9894556,-2.653899,2018100909
255,38,-1.3494556,0.28610107,2018100909
256,38,-1.9094555,-3.473899,2018100909
257,38,0.110544436,-3.963899,2018100909
258,38,-2.4794555,-5.6538987,2018100909
259,38,-1.9694556,-5.813899,2018100909
260,38,-1.2094556,-6.123899,2018100909
261,38,0.020544434,-4.1538987,2018100909
262,38,-2.6494555,1.496101,2018100909
263,38,-2.6094556,1.216101,2018100909
264,38,-1.0294555,2.036101,2018100909
265,38,0.18054444,2.286101,2018100909
266,38,0.80054444,2.106101,2018100909
267,38,-1.2394556,3.066101,2018100909
268,38,-1.2194556,3.9961011,2018100909
269,38,-0.9794556,2.9461012,2018100909
270,38,-1.8294556,3.556101,2018100909
271,38,-1.7394556,3.546101,2018100909
272,38,-1.6194556,3.536101,2018100909
273,38,-1.2394556,3.2061012,2018100909
274,38,-0.69945556,1.856101,2018100909
275,38,-1.6494555,2.616101,2018100909
276,38,-1.9994556,1.976101,2018100909
277,38,-1.7694556,1.6361011,2018100909
278,38,-1.2094556,1.216101,2018100909
279,38,-3.0394557,3.936101,2018100909
280,38,-1.1394556,0.006101074,2018100909
281,38,-1.4794556,0.9161011,2018100909
282,38,-0.50945556,0.3961011,2018100909
283,38,-0.8494556,0.6061011,2018100909
284,38,-2.9794555,1.466101,2018100909
285,38,-3.0994556,1.5361011,2018100909
286,38,-2.7194555,1.4461011,2018100909
287,38,-5.0794554,1.466101,2018100909
288,38,-7.0994554,1.8861011,2018100909
253,39,-1.4394555,1.3861011,2018100909
254,39,0.24054444,1.116101,2018100909
255,39,-0.83945554,1.1361011,2018100909
256,39,-0.30945557,-3.5138988,2018100909
257,39,0.12054443,-5.823899,2018100909
258,39,-0.77945554,-6.413899,2018100909
259,39,-0.87945557,-6.443899,2018100909
260,39,-0.83945554,-5.8638988,2018100909
261,39,0.15054443,-5.473899,2018100909
262,39,-0.31945556,-4.343899,2018100909
263,39,-1.1694555,0.7261011,2018100909
264,39,-2.0794556,2.4961011,2018100909
265,39,-1.1394556,2.5161011,2018100909
266,39,0.29054442,2.5061011,2018100909
267,39,-1.0594555,3.366101,2018100909
268,39,-1.2794555,4.016101,2018100909
269,39,-1.2994555,3.896101,2018100909
270,39,-1.7994555,4.446101,2018100909
271,39,-1.4594556,3.5061011,2018100909
272,39,-1.3494556,3.1961012,2018100909
273,39,-0.7394556,3.046101,2018100909
274,39,-1.0994556,2.436101,2018100909
275,39,-1.0994556,2.606101,2018100909
276,39,-1.8094555,2.7261012,2018100909
277,39,-1.1894555,2.2361012,2018100909
278,39,-0.87945557,1.616101,2018100909
279,39,-0.82945555,0.94610107,2018100909
280,39,-1.4294555,1.2561011,2018100909
281,39,-0.6194556,0.8161011,2018100909
282,39,-0.87945557,1.5461011,2018100909
283,39,-0.81945556,1.5161011,2018100909
284,39,-1.4694556,1.5561011,2018100909
285,39,-2.1394556,2.386101,2018100909
286,39,-4.8294554,3.306101,2018100909
287,39,-4.5794554,2.7161012,2018100909
288,39,-4.0994554,3.106101,2018100909
253,13,1.8643897,-2.7941895,2018100912
254,13,1.7843896,-2.2841895,2018100912
255,13,2.7243896,-1.8341894,2018100912
256,13,2.8143897,-1.9141895,2018100912
257,13,2.1843896,-0.68418944,2018100912
258,13,3.2543898,0.15581055,2018100912
259,13,3.8043897,1.1658106,2018100912
260,13,3.7043896,3.4358106,2018100912
261,13,4.2643895,2.9558105,2018100912
262,13,5.1843896,1.6658106,2018100912
263,13,5.40439,2.0658104,2018100912
264,13,5.8243895,4.4358106,2018100912
265,13,5.8243895,6.1258106,2018100912
266,13,4.0543895,7.2858105,2018100912
267,13,4.7243896,9.07581,2018100912
268,13,2.7543898,9.27581,2018100912
269,13,2.0643897,7.0558105,2018100912
270,13,2.8043897,4.9758105,2018100912
271,13,2.9743896,3.4458106,2018100912
272,13,3.8543897,1.9758105,2018100912
273,13,-0.75561035,-0.24418946,2018100912
274,13,1.4743897,0.08581055,2018100912
275,13,1.8443897,1.5458106,2018100912
276,13,0.57438964,1.3558105,2018100912
277,13,3.6243896,4.1558104,2018100912
278,13,-0.22561035,3.1458106,2018100912
279,13,-1.2356104,1.6358105,2018100912
280,13,-1.4756104,-0.9541895,2018100912
281,13,-1.5856104,-2.2041895,2018100912
282,13,-3.4656103,-2.5541894,2018100912
283,13,-5.1656103,-2.9541895,2018100912
284,13,-6.30561,-2.0241895,2018100912
285,13,-7.4856105,-0.74418944,2018100912
286,13,-7.01561,-0.7641895,2018100912
287,13,-6.4656105,-1.2141894,2018100912
288,13,-7.6056104,-0.54418945,2018100912
253,14,0.93438965,-3.7341895,2018100912
254,14,1.8043896,-3.3341894,2018100912
255,14,2.7143896,-2.5741894,2018100912
256,14,3.5443897,-2.5841894,2018100912
257,14,2.9243896,-1.9341894,2018100912
258,14,2.9843895,0.025810547,2018100912
259,14,4.7443895,0.26581055,2018100912
260,14,3.4643896,1.8658105,2018100912
261,14,3.2843897,2.2658105,2018100912
262,14,5.13439,1.1458106,2018100912
263,14,3.1843896,0.35581055,2018100912
264,14,3.3343897,1.8858105,2018100912
265,14,2.7443895,3.8458107,2018100912
266,14,2.7643898,4.2758107,2018100912
267,14,2.9743896,5.2658105,2018100912
268,14,1.1843896,7.4358106,2018100912
269,14,-2.8556104,-1.0141895,2018100912
270,14,0.94438964,0.105810545,2018100912
271,14,-1.0256103,-0.37418947,2018100912
272,14,1.5343896,0.84581053,2018100912
273,14,1.4343896,1.9958105,2018100912
274,14,1.3143897,1.2858106,2018100912
275,14,0.5843896,0.56581056,2018100912
276,14,0.104389645,1.4758105,2018100912
277,14,1.6543896,6.4458103,2018100912
278,14,-0.43561035,4.5058107,2018100912
279,14,-1.8456104,2.6458106,2018100912
280,14,-2.3556104,0.27581054,2018100912
281,14,-2.0356104,-0.87418944,2018100912
282,14,-2.9556103,-1.1041894,2018100912
283,14,-5.28561,-2.2541895,2018100912
284,14,-6.28561,-2.2641895,2018100912
285,14,-7.0656104,-1.7241894,2018100912
286,14,-7.01561,-0.40418947,2018100912
287,14,-7.1456103,0.34581053,2018100912
288,14,-7.34561,0.84581053,2018100912
253,15,0.8443897,-3.1641893,2018100912
254,15,1.7343897,-4.0741897,2018100912
255,15,3.0443897,-3.7741895,2018100912
256,15,4.2843895,-2.1241894,2018100912
257,15,4.0443897,-1.5241895,2018100912
258,15,4.2643895,-1.0641894,2018100912
259,15,4.63439,-1.3941895,2018100912
260,15,4.1143894,-1.4341894,2018100912
261,15,3.7243896,0.045810547,2018100912
262,15,4.0643897,-0.53418946,2018100912
263,15,5.13439,-0.41418946,2018100912
264,15,4.6243896,0.59581053,2018100912
265,15,0.17438965,3.3358107,2018100912
266,15,-1.5256103,0.8058106,2018100912
267,15,-7.61561,2.8958106,2018100912
268,15,-0.26561034,0.20581055,2018100912
269,15,-0.46561036,1.7658105,2018100912
270,15,0.40438965,1.0758106,2018100912
271,15,0.42438966,2.1358106,2018100912
272,15,0.0043896483,1.8258106,2018100912
273,15,-0.05561035,1.2358105,2018100912
274,15,0.9643896,0.88581055,2018100912
275,15,0.80438966,0.93581057,2018100912
276,15,-0.18561035,2.4058106,2018100912
277,15,-0.09561035,7.8758106,2018100912
278,15,-1.3756104,5.6158104,2018100912
279,15,-2.5956104,3.5958107,2018100912
280,15,-2.8756104,1.3158106,2018100912
281,15,-2.4056103,0.77581054,2018100912
282,15,-4.3156104,-0.62418944,2018100912
283,15,-5.1256104,-0.74418944,2018100912
284,15,-6.09561,-1.5141895,2018100912
285,15,-6.6256104,-1.3041894,2018100912
286,15,-6.74561,-0.5741894,2018100912
287,15,-7.1356106,0.44581056,2018100912
288,15,-7.6256104,1.1358105,2018100912
253,16,1.4843897,-5.3541894,2018100912
254,16,2.7043896,-4.7241893,2018100912
255,16,3.4043896,-4.5441895,2018100912
256,16,5.0443897,-3.5841894,2018100912
257,16,4.44439,-1.8941895,2018100912
258,16,5.0743895,-1.1241895,2018100912
259,16,4.23439,-2.0841894,2018100912
260,16,3.6443896,-3.3241894,2018100912
261,16,-1.7656103,0.09581055,2018100912
262,16,-0.9156104,-2.1541893,2018100912
263,16,-0.13561036,-1.6541895,2018100912
264,16,0.55438966,-0.074189454,2018100912
265,16,-0.73561037,3.3158104,2018100912
266,16,-5.82561,4.0758104,2018100912
267,16,0.26438963,1.3258106,2018100912
268,16,0.38438964,-1.6141895,2018100912
269,16,-0.21561036,-0.56418943,2018100912
270,16,-0.57561034,-0.014189453,2018100912
271,16,0.67438966,-0.08418945,2018100912
272,16,1.0643897,3.1158106,2018100912
273,16,0.19438964,1.8958106,2018100912
274,16,0.80438966,2.4458106,2018100912
275,16,-0.93561035,2.7358105,2018100912
276,16,-1.9256103,8.425811,2018100912
277,16,-1.7456104,8.73581,2018100912
278,16,-2.3756104,6.215811,2018100912
279,16,-3.1256104,4.3358107,2018100912
280,16,-3.0456104,2.5858107,2018100912
281,16,-2.3856103,2.5458105,2018100912
282,16,-3.2356102,1.5658106,2018100912
283,16,-5.5056105,0.82581055,2018100912
284,16,-5.9056106,-0.36418945,2018100912
285,16,-6.30561,-0.26418945,2018100912
286,16,-6.49561,-0.23418945,2018100912
287,16,-7.6756105,-0.15418945,2018100912
288,16,-8.40561,0.7358105,2018100912
253,17,2.6843896,-5.2441893,2018100912
254,17,2.6743896,-5.2041893,2018100912
255,17,4.3343897,-5.1241894,2018100912
256,17,5.73439,-4.8141894,2018100912
257,17,4.5543895,-3.1341894,2018100912
