lng,lat,u,v,date
268,14,-6.169961,1.8309058,2018100900
269,14,-5.359961,-1.6490942,2018100900
270,14,-0.38996094,-1.1490942,2018100900
271,14,-1.4999609,-0.29909423,2018100900
272,14,1.550039,1.1409057,2018100900
273,14,1.1400391,2.1909058,2018100900
274,14,1.1100391,1.4709058,2018100900
275,14,0.040039062,1.0009058,2018100900
276,14,-0.14996094,1.4209057,2018100900
277,14,-0.86996096,7.6709056,2018100900
278,14,-1.199961,5.200906,2018100900
279,14,-0.63996094,3.3309057,2018100900
280,14,-1.0899609,2.3909059,2018100900
281,14,-1.029961,1.0609058,2018100900
282,14,-1.549961,-0.40909424,2018100900
283,14,-3.449961,-0.35909423,2018100900
284,14,-4.1999607,-0.37909424,2018100900
285,14,-4.969961,-1.4190942,2018100900
286,14,-5.599961,-2.1390944,2018100900
287,14,-6.149961,-2.7990942,2018100900
288,14,-6.629961,-3.2090943,2018100900
253,15,1.700039,-3.9290943,2018100900
254,15,2.150039,-3.5490942,2018100900
255,15,2.4500391,-3.0790942,2018100900
256,15,2.790039,-2.9590943,2018100900
257,15,3.160039,-2.1690943,2018100900
258,15,3.4600391,-1.0690942,2018100900
259,15,3.140039,-0.85909426,2018100900
260,15,2.890039,-0.5190942,2018100900
261,15,2.9300392,-0.07909424,2018100900
262,15,2.6800392,0.7309058,2018100900
263,15,1.5400391,0.20090576,2018100900
264,15,0.68003905,1.5909058,2018100900
265,15,2.640039,2.7209058,2018100900
266,15,1.930039,4.970906,2018100900
267,15,-4.589961,4.7309055,2018100900
268,15,0.42003906,0.95090574,2018100900
269,15,-0.5499609,0.9709058,2018100900
270,15,-0.36996093,0.8509058,2018100900
271,15,0.07003906,1.8109058,2018100900
272,15,0.040039062,1.4909058,2018100900
273,15,0.28003907,1.2709057,2018100900
274,15,0.020039063,0.89090574,2018100900
275,15,0.88003904,0.5909058,2018100900
276,15,-0.86996096,2.3009057,2018100900
277,15,-2.239961,8.720905,2018100900
278,15,-1.7399609,6.4009056,2018100900
279,15,-1.1199609,4.9409056,2018100900
280,15,-0.93996096,3.6809058,2018100900
281,15,-1.569961,2.2109058,2018100900
282,15,-2.659961,1.6609057,2018100900
283,15,-3.439961,0.43090576,2018100900
284,15,-4.229961,0.07090576,2018100900
285,15,-4.849961,-0.5890942,2018100900
286,15,-5.649961,-1.4490943,2018100900
287,15,-6.369961,-2.1090941,2018100900
288,15,-6.519961,-2.6690943,2018100900
253,16,0.72003907,-4.729094,2018100900
254,16,1.9900391,-3.8790941,2018100900
255,16,3.280039,-2.4590943,2018100900
256,16,4.110039,-2.0890942,2018100900
257,16,4.700039,-1.8790942,2018100900
258,16,4.5700393,-1.0590942,2018100900
259,16,5.110039,-0.15909424,2018100900
260,16,4.650039,1.0709058,2018100900
261,16,3.650039,1.1109058,2018100900
262,16,2.020039,0.61090577,2018100900
263,16,-0.22996093,1.2409058,2018100900
264,16,0.12003906,1.3809057,2018100900
265,16,-2.2699609,3.1409059,2018100900
266,16,-5.339961,4.810906,2018100900
267,16,1.2300391,1.5709058,2018100900
268,16,0.8400391,0.93090576,2018100900
269,16,-0.30996093,-0.21909423,2018100900
270,16,-0.33996093,-0.7890942,2018100900
271,16,-0.039960936,1.4709058,2018100900
272,16,0.17003906,4.060906,2018100900
273,16,-2.869961,0.31090575,2018100900
274,16,-1.5899609,0.35090578,2018100900
275,16,-0.30996093,-2.4890943,2018100900
276,16,-6.1999607,8.160906,2018100900
277,16,-3.849961,9.200906,2018100900
278,16,-2.119961,7.4209056,2018100900
279,16,-1.659961,5.890906,2018100900
280,16,-1.169961,4.430906,2018100900
281,16,-1.5099609,3.1309059,2018100900
282,16,-4.129961,1.9309058,2018100900
283,16,-3.8199608,1.0309057,2018100900
284,16,-4.339961,0.7309058,2018100900
285,16,-4.849961,0.34090576,2018100900
286,16,-5.249961,-0.92909425,2018100900
287,16,-5.959961,-1.0990943,2018100900
288,16,-6.119961,-1.5990943,2018100900
253,17,0.61003906,-4.7890944,2018100900
254,17,2.340039,-4.479094,2018100900
255,17,4.280039,-3.0290942,2018100900
256,17,5.380039,-1.9990942,2018100900
257,17,5.960039,-1.6490942,2018100900
258,17,5.5900393,-1.6390942,2018100900
259,17,5.620039,-0.27909425,2018100900
260,17,1.9000391,0.9109058,2018100900
261,17,0.33003905,1.1809058,2018100900
262,17,0.66003907,0.7909058,2018100900
263,17,1.4000391,1.5309057,2018100900
264,17,-1.199961,0.93090576,2018100900
265,17,-0.27996093,3.4809058,2018100900
266,17,-0.05996094,0.34090576,2018100900
267,17,0.23003906,0.39090577,2018100900
268,17,-0.34996092,-0.019094238,2018100900
269,17,0.41003907,-0.79909426,2018100900
270,17,0.37003908,-0.40909424,2018100900
271,17,-0.009960937,1.1609057,2018100900
272,17,-1.199961,0.99090576,2018100900
273,17,1.0000391,1.0709058,2018100900
274,17,3.600039,1.2109058,2018100900
275,17,-0.34996092,1.4909058,2018100900
276,17,-3.479961,4.140906,2018100900
277,17,-3.7799609,8.930905,2018100900
278,17,-2.649961,7.910906,2018100900
279,17,-2.3099608,7.0509057,2018100900
280,17,-1.6199609,5.7109056,2018100900
281,17,-2.2899609,3.4309058,2018100900
282,17,-4.389961,2.2409058,2018100900
283,17,-4.009961,1.9009057,2018100900
284,17,-3.849961,1.5209057,2018100900
285,17,-4.889961,1.4209057,2018100900
286,17,-5.239961,-0.15909424,2018100900
287,17,-5.369961,-1.4790943,2018100900
288,17,-6.559961,-1.9190942,2018100900
253,18,1.600039,-5.5590944,2018100900
254,18,3.140039,-4.839094,2018100900
255,18,5.210039,-3.3590941,2018100900
256,18,5.920039,-2.9190943,2018100900
257,18,6.850039,-1.3390943,2018100900
258,18,1.550039,1.1709057,2018100900
259,18,1.2300391,0.83090574,2018100900
260,18,1.210039,-0.5290942,2018100900
261,18,1.430039,1.4809058,2018100900
262,18,1.190039,-1.0390942,2018100900
263,18,-1.8799609,-0.44909424,2018100900
264,18,-0.5399609,0.22090577,2018100900
265,18,-1.8799609,0.55090576,2018100900
266,18,-0.39996094,-1.9690943,2018100900
267,18,0.39003906,-2.2890942,2018100900
268,18,0.60003906,-1.5290942,2018100900
269,18,1.4000391,-0.7690942,2018100900
270,18,1.200039,-0.05909424,2018100900
271,18,1.1200391,0.67090577,2018100900
272,18,0.82003903,4.620906,2018100900
273,18,2.810039,5.020906,2018100900
274,18,3.500039,4.390906,2018100900
275,18,3.590039,5.290906,2018100900
276,18,-0.75996095,6.660906,2018100900
277,18,-1.679961,9.100905,2018100900
278,18,-2.969961,9.470905,2018100900
279,18,-2.8099608,8.150906,2018100900
280,18,-2.349961,6.450906,2018100900
281,18,-2.5199609,4.810906,2018100900
282,18,-3.0399609,3.2509058,2018100900
283,18,-0.64996094,0.9709058,2018100900
284,18,-2.759961,3.0009058,2018100900
285,18,-4.939961,2.9709058,2018100900
286,18,-5.6799607,-0.33909425,2018100900
287,18,-5.239961,0.63090575,2018100900
288,18,-3.629961,-2.1190941,2018100900
253,19,3.080039,-5.3090944,2018100900
254,19,3.800039,-4.749094,2018100900
255,19,6.630039,-4.399094,2018100900
256,19,2.500039,0.52090573,2018100900
257,19,1.600039,0.29090577,2018100900
258,19,-0.46996093,0.93090576,2018100900
259,19,0.17003906,0.83090574,2018100900
260,19,1.7600391,0.34090576,2018100900
261,19,0.5900391,0.92090577,2018100900
262,19,2.350039,3.1409059,2018100900
263,19,-0.46996093,0.43090576,2018100900
264,19,-1.9899609,-0.97909427,2018100900
265,19,-1.309961,-0.7790942,2018100900
266,19,1.2900391,-2.5690942,2018100900
267,19,2.290039,-3.5790942,2018100900
268,19,1.460039,-2.6890943,2018100900
269,19,0.43003905,-0.80909425,2018100900
270,19,0.92003906,-0.21909423,2018100900
271,19,0.56003904,-0.5990942,2018100900
272,19,0.12003906,-1.5390942,2018100900
273,19,4.0700393,5.2609057,2018100900
274,19,3.4500391,5.9009056,2018100900
275,19,3.130039,7.040906,2018100900
276,19,1.190039,8.900906,2018100900
277,19,-0.99996096,10.310905,2018100900
278,19,-2.989961,10.450906,2018100900
279,19,-3.3099608,9.140905,2018100900
280,19,-2.199961,7.100906,2018100900
281,19,-0.92996097,5.6909056,2018100900
282,19,-2.589961,-0.25909424,2018100900
283,19,-6.299961,3.9909058,2018100900
284,19,-2.859961,4.7309055,2018100900
285,19,-1.309961,4.040906,2018100900
286,19,1.0100391,-0.24909423,2018100900
287,19,-0.62996095,-0.5290942,2018100900
288,19,-2.199961,0.9009058,2018100900
253,20,3.9600391,-4.339094,2018100900
254,20,3.280039,-5.479094,2018100900
255,20,1.300039,0.62090576,2018100900
256,20,1.960039,1.9709058,2018100900
257,20,0.72003907,1.3109058,2018100900
258,20,1.710039,0.70090574,2018100900
259,20,0.44003907,1.9409058,2018100900
260,20,1.960039,-0.019094238,2018100900
261,20,0.54003906,-2.4190943,2018100900
262,20,-0.27996093,-0.7690942,2018100900
263,20,-1.069961,-0.24909423,2018100900
264,20,-1.7699609,0.87090576,2018100900
265,20,-0.6599609,-1.4290942,2018100900
266,20,-0.45996094,-2.3290942,2018100900
267,20,-1.169961,-1.5990943,2018100900
268,20,-1.0999609,-1.3690943,2018100900
269,20,0.55003905,-2.6890943,2018100900
270,20,0.5800391,-0.62909424,2018100900
271,20,0.33003905,-0.82909423,2018100900
272,20,0.74003905,-0.7790942,2018100900
273,20,4.490039,-0.5190942,2018100900
274,20,5.650039,5.2809057,2018100900
275,20,4.940039,7.5109057,2018100900
276,20,2.1800392,10.240906,2018100900
277,20,-0.95996094,12.260906,2018100900
278,20,-3.0199609,11.100905,2018100900
279,20,-3.859961,9.350905,2018100900
280,20,-1.8899609,7.2109056,2018100900
281,20,-1.6299609,4.540906,2018100900
282,20,-2.8299608,4.720906,2018100900
283,20,-1.3799609,1.4409058,2018100900
284,20,0.030039063,1.7109058,2018100900
285,20,0.7800391,0.63090575,2018100900
286,20,0.7100391,3.6009057,2018100900
287,20,-1.409961,-1.4490943,2018100900
288,20,-2.899961,0.07090576,2018100900
253,21,4.670039,-2.7490942,2018100900
254,21,3.630039,-2.7290943,2018100900
255,21,1.2600391,0.27090576,2018100900
256,21,2.840039,-0.5290942,2018100900
257,21,4.040039,1.1909058,2018100900
258,21,2.1900392,0.89090574,2018100900
259,21,2.6900392,0.51090574,2018100900
260,21,-1.309961,-1.3090942,2018100900
261,21,-1.319961,-0.49909425,2018100900
262,21,-2.5599608,1.6809058,2018100900
263,21,-3.139961,1.0109057,2018100900
264,21,-3.0499609,-0.24909423,2018100900
265,21,-2.5399609,-1.6590942,2018100900
266,21,-2.869961,-1.2690942,2018100900
267,21,-2.5399609,-1.0190942,2018100900
268,21,-0.17996094,-1.2590942,2018100900
269,21,0.61003906,-2.3890944,2018100900
270,21,0.25003907,-1.6890942,2018100900
271,21,0.35003906,-1.2890942,2018100900
272,21,1.090039,-0.62909424,2018100900
273,21,1.6400391,0.23090576,2018100900
274,21,9.800039,1.2109058,2018100900
275,21,9.720039,9.510906,2018100900
276,21,1.7500391,13.100905,2018100900
277,21,-0.93996096,12.810905,2018100900
278,21,-5.019961,12.170906,2018100900
279,21,-3.909961,9.900906,2018100900
280,21,-2.129961,7.020906,2018100900
281,21,-2.429961,5.200906,2018100900
282,21,0.17003906,1.1809058,2018100900
283,21,-1.399961,-1.1690942,2018100900
284,21,-2.199961,1.3609058,2018100900
285,21,-2.849961,1.7809057,2018100900
286,21,-1.2299609,3.9009058,2018100900
287,21,-1.539961,1.4609058,2018100900
288,21,-3.7899609,2.0209057,2018100900
253,22,5.0700393,0.36090577,2018100900
254,22,4.970039,-0.13909423,2018100900
255,22,2.270039,0.20090576,2018100900
256,22,2.7300391,0.63090575,2018100900
257,22,2.110039,-0.029094238,2018100900
258,22,2.760039,1.7209058,2018100900
259,22,1.690039,1.0509057,2018100900
260,22,-3.919961,0.47090575,2018100900
261,22,-1.149961,1.0409057,2018100900
262,22,-3.749961,1.4909058,2018100900
263,22,-2.989961,0.51090574,2018100900
264,22,-3.349961,-0.42909423,2018100900
265,22,-3.729961,-1.0090942,2018100900
266,22,-3.589961,0.40090576,2018100900
267,22,-2.339961,-1.1690942,2018100900
268,22,-0.89996094,-3.0490942,2018100900
269,22,-0.67996097,-3.4890943,2018100900
270,22,-1.679961,-3.5390942,2018100900
271,22,-1.0099609,-4.709094,2018100900
272,22,0.13003907,-5.9690943,2018100900
273,22,3.850039,-8.849094,2018100900
274,22,11.400039,-10.379094,2018100900
275,22,21.98004,13.760906,2018100900
276,22,-1.1099609,14.300906,2018100900
277,22,-6.329961,12.060905,2018100900
278,22,-6.389961,10.460906,2018100900
279,22,-3.489961,7.2309055,2018100900
280,22,-1.4599609,1.8909057,2018100900
281,22,-1.429961,0.67090577,2018100900
282,22,-3.409961,0.9609058,2018100900
283,22,-5.1799607,-0.16909423,2018100900
284,22,-4.229961,0.89090574,2018100900
285,22,-3.429961,2.1809058,2018100900
286,22,-4.779961,1.7009058,2018100900
287,22,-4.729961,1.8709058,2018100900
288,22,-6.069961,3.6009057,2018100900
253,23,2.260039,4.080906,2018100900
254,23,1.9800391,1.2309058,2018100900
255,23,1.9900391,1.0009058,2018100900
256,23,2.780039,2.8609056,2018100900
257,23,4.250039,3.4409058,2018100900
258,23,3.500039,0.89090574,2018100900
259,23,1.300039,2.0609057,2018100900
260,23,-3.249961,3.3109057,2018100900
261,23,-0.44996095,2.4409058,2018100900
262,23,-2.7899609,1.7209058,2018100900
263,23,-3.2699609,1.4909058,2018100900
264,23,-3.379961,0.64090574,2018100900
265,23,-3.369961,0.28090575,2018100900
266,23,-4.539961,0.21090576,2018100900
267,23,-3.639961,-1.5890943,2018100900
268,23,-4.099961,-2.8090942,2018100900
269,23,-4.4099607,-2.3290942,2018100900
270,23,-4.219961,-2.3290942,2018100900
271,23,-5.229961,-4.549094,2018100900
272,23,-5.979961,-7.4490943,2018100900
273,23,-6.319961,-12.109095,2018100900
274,23,-8.599961,-22.639093,2018100900
275,23,-31.659962,9.510906,2018100900
276,23,-21.399961,13.090906,2018100900
277,23,-10.989961,8.730906,2018100900
278,23,-4.969961,3.1109056,2018100900
279,23,-2.409961,2.5509057,2018100900
280,23,-7.319961,2.5309057,2018100900
281,23,-7.189961,2.5609057,2018100900
282,23,-5.849961,-0.13909423,2018100900
283,23,-4.869961,-0.8390942,2018100900
284,23,-3.109961,0.32090577,2018100900
285,23,-1.799961,3.2609057,2018100900
286,23,-3.8299608,3.9209058,2018100900
287,23,-5.309961,3.2009058,2018100900
288,23,-5.559961,2.7309058,2018100900
253,24,1.1200391,2.8109057,2018100900
254,24,1.2600391,1.2509058,2018100900
255,24,6.760039,3.9409058,2018100900
256,24,4.850039,3.0209057,2018100900
257,24,3.100039,2.7209058,2018100900
258,24,1.0300391,-0.42909423,2018100900
259,24,1.460039,2.5909057,2018100900
260,24,-1.559961,0.23090576,2018100900
261,24,-2.2899609,1.8409058,2018100900
262,24,-3.869961,2.9209058,2018100900
263,24,-3.8299608,2.9109058,2018100900
264,24,-3.719961,2.1109056,2018100900
265,24,-4.319961,1.4409058,2018100900
266,24,-4.419961,0.93090576,2018100900
267,24,-5.709961,-0.33909425,2018100900
268,24,-6.299961,-3.5490942,2018100900
269,24,-5.999961,-3.2090943,2018100900
270,24,-6.599961,-2.3190942,2018100900
271,24,-8.429961,-3.1390944,2018100900
272,24,-10.1899605,-5.0590944,2018100900
273,24,-12.879961,-7.549094,2018100900
274,24,-17.03996,-6.8490944,2018100900
275,24,-22.19996,-1.2090943,2018100900
276,24,-19.989962,5.6509056,2018100900
277,24,-15.199961,6.390906,2018100900
278,24,-10.979961,5.430906,2018100900
279,24,-10.519961,4.120906,2018100900
280,24,-7.989961,2.9009058,2018100900
281,24,-7.4299607,1.4309058,2018100900
282,24,-5.6799607,-1.0090942,2018100900
283,24,-5.249961,-1.5590942,2018100900
284,24,-4.349961,0.99090576,2018100900
285,24,-4.509961,2.8609056,2018100900
286,24,-4.869961,3.6709058,2018100900
287,24,-6.649961,2.8309057,2018100900
288,24,-6.459961,1.5509057,2018100900
253,25,0.31003907,0.58090574,2018100900
254,25,3.830039,3.6709058,2018100900
255,25,5.760039,3.1509058,2018100900
256,25,4.8000393,1.9309058,2018100900
257,25,3.090039,2.1409059,2018100900
258,25,0.86003906,0.5409058,2018100900
259,25,2.400039,1.9609058,2018100900
260,25,-1.3899609,0.82090575,2018100900
261,25,-4.049961,2.2909057,2018100900
262,25,-4.1999607,3.6909058,2018100900
263,25,-5.399961,3.6109056,2018100900
264,25,-5.609961,2.2609057,2018100900
265,25,-6.1799607,1.8209058,2018100900
266,25,-5.559961,1.3309058,2018100900
267,25,-7.039961,-0.8390942,2018100900
268,25,-6.519961,-2.6790943,2018100900
269,25,-6.419961,-3.8090942,2018100900
270,25,-8.609961,-2.6790943,2018100900
271,25,-10.349961,-1.9490943,2018100900
272,25,-12.099961,-1.4990942,2018100900
273,25,-13.6499605,-2.8990943,2018100900
274,25,-15.619961,-2.8690941,2018100900
275,25,-17.719961,-0.27909425,2018100900
276,25,-16.59996,3.0409057,2018100900
277,25,-15.029961,4.120906,2018100900
278,25,-12.579961,2.4109058,2018100900
279,25,-7.239961,-0.34909424,2018100900
280,25,-8.389961,0.5409058,2018100900
281,25,-8.829961,-0.18909425,2018100900
282,25,-6.609961,-0.61909425,2018100900
283,25,-8.139961,-1.4790943,2018100900
284,25,-9.319961,-0.33909425,2018100900
285,25,-10.009961,1.5809058,2018100900
286,25,-8.959961,2.9909058,2018100900
287,25,-9.019961,3.1709058,2018100900
288,25,-10.1499605,3.4209058,2018100900
253,26,3.010039,3.1909058,2018100900
254,26,4.600039,4.330906,2018100900
255,26,6.420039,3.7209058,2018100900
256,26,-1.419961,1.3409058,2018100900
257,26,0.39003906,2.1909058,2018100900
258,26,0.020039063,2.4609058,2018100900
259,26,-6.799961,0.060905762,2018100900
260,26,-1.049961,2.5909057,2018100900
261,26,-5.799961,5.080906,2018100900
262,26,-4.539961,4.310906,2018100900
263,26,-6.209961,3.3009057,2018100900
264,26,-7.029961,2.9609058,2018100900
265,26,-6.829961,2.4109058,2018100900
266,26,-6.529961,1.4509058,2018100900
267,26,-6.709961,0.020905761,2018100900
268,26,-7.129961,-1.2790942,2018100900
269,26,-7.339961,-2.7090943,2018100900
270,26,-9.369961,-1.6990943,2018100900
271,26,-11.219961,-0.97909427,2018100900
272,26,-12.919961,0.51090574,2018100900
273,26,-14.539961,0.26090577,2018100900
274,26,-14.929961,-0.25909424,2018100900
275,26,-14.1899605,0.88090575,2018100900
276,26,-13.609961,2.6309059,2018100900
277,26,-12.619961,2.6009057,2018100900
278,26,-7.869961,0.9009058,2018100900
279,26,-3.759961,-0.33909425,2018100900
280,26,-8.6499605,0.80090576,2018100900
281,26,-9.139961,0.99090576,2018100900
282,26,-9.6899605,0.41090575,2018100900
283,26,-10.039961,-0.5190942,2018100900
284,26,-10.859961,-0.049094237,2018100900
285,26,-11.369961,1.2909057,2018100900
286,26,-11.179961,1.9509058,2018100900
287,26,-10.719961,2.3509057,2018100900
288,26,-10.269961,2.9009058,2018100900
253,27,7.920039,7.890906,2018100900
254,27,6.310039,3.8009057,2018100900
255,27,3.7200391,2.2509058,2018100900
256,27,-2.699961,4.9609056,2018100900
257,27,-0.42996094,1.5109057,2018100900
258,27,-3.909961,-0.14909424,2018100900
259,27,-2.649961,0.6609058,2018100900
260,27,-3.349961,3.8409057,2018100900
261,27,-5.899961,2.5409057,2018100900
262,27,-6.019961,2.5709057,2018100900
263,27,-7.399961,3.8109057,2018100900
264,27,-6.9099607,3.5509057,2018100900
265,27,-6.599961,2.9809058,2018100900
266,27,-7.009961,1.7009058,2018100900
267,27,-7.889961,0.5909058,2018100900
268,27,-8.519961,-0.5390942,2018100900
269,27,-9.019961,-1.0490942,2018100900
270,27,-10.579961,-0.37909424,2018100900
271,27,-12.169961,0.87090576,2018100900
272,27,-12.629961,1.0509057,2018100900
273,27,-13.529961,2.0409057,2018100900
274,27,-13.979961,1.5809058,2018100900
275,27,-11.489961,-0.07909424,2018100900
276,27,-10.389961,-0.25909424,2018100900
277,27,-10.9399605,-0.15909424,2018100900
278,27,-3.8099608,-1.0690942,2018100900
279,27,-6.079961,0.24090576,2018100900
280,27,-9.869961,0.87090576,2018100900
281,27,-11.059961,0.83090574,2018100900
282,27,-10.739961,0.62090576,2018100900
283,27,-11.749961,-0.23909424,2018100900
284,27,-11.459961,-0.34909424,2018100900
285,27,-11.949961,0.020905761,2018100900
286,27,-12.369961,0.5309058,2018100900
287,27,-12.249961,0.68090576,2018100900
288,27,-11.709961,1.6309057,2018100900
253,28,6.730039,5.5509057,2018100900
254,28,7.620039,3.3009057,2018100900
255,28,2.330039,1.5409057,2018100900
256,28,1.1300391,2.4909058,2018100900
257,28,1.670039,4.8209057,2018100900
258,28,-3.0299609,0.21090576,2018100900
259,28,-4.4299607,2.7809057,2018100900
260,28,-4.479961,1.6109058,2018100900
261,28,-6.119961,1.6109058,2018100900
262,28,-4.629961,2.2309058,2018100900
263,28,-5.859961,2.9509058,2018100900
264,28,-6.779961,4.2109056,2018100900
265,28,-6.779961,3.4809058,2018100900
266,28,-7.399961,2.6909058,2018100900
267,28,-8.629961,1.9509058,2018100900
268,28,-8.249961,1.4509058,2018100900
269,28,-8.669961,1.5209057,2018100900
270,28,-11.099961,1.9109057,2018100900
271,28,-12.349961,2.0909057,2018100900
272,28,-13.059961,2.4509058,2018100900
273,28,-13.019961,2.0409057,2018100900
274,28,-11.759961,0.89090574,2018100900
275,28,-11.059961,0.32090577,2018100900
276,28,-8.569961,0.09090576,2018100900
277,28,-8.349961,-0.35909423,2018100900
278,28,-3.0499609,-1.6090943,2018100900
279,28,-2.7699609,-1.4390942,2018100900
280,28,-11.089961,0.14090577,2018100900
281,28,-11.229961,0.22090577,2018100900
282,28,-11.559961,-0.48909423,2018100900
283,28,-11.729961,-0.24909423,2018100900
284,28,-11.549961,-0.5990942,2018100900
285,28,-12.009961,-0.7690942,2018100900
286,28,-11.829961,-0.14909424,2018100900
287,28,-11.9399605,0.7109058,2018100900
288,28,-11.569961,1.1309057,2018100900
253,29,6.430039,3.4209058,2018100900
254,29,5.870039,3.6909058,2018100900
255,29,4.350039,3.7209058,2018100900
256,29,0.81003904,2.4409058,2018100900
257,29,-1.8799609,-0.10909424,2018100900
258,29,-1.7499609,3.2609057,2018100900
259,29,-4.209961,4.350906,2018100900
260,29,-5.309961,1.4409058,2018100900
261,29,-4.999961,0.0009057617,2018100900
262,29,-2.2699609,1.5909058,2018100900
263,29,-2.849961,0.5309058,2018100900
264,29,-4.229961,0.23090576,2018100900
265,29,-6.4299607,3.2809057,2018100900
266,29,-6.789961,3.9209058,2018100900
267,29,-8.229961,2.6209059,2018100900
268,29,-8.349961,1.3309058,2018100900
269,29,-8.449961,0.58090574,2018100900
270,29,-11.019961,1.8109058,2018100900
271,29,-10.319961,2.9609058,2018100900
272,29,-12.739961,2.8209057,2018100900
273,29,-11.379961,1.5409057,2018100900
274,29,-11.499961,0.38090575,2018100900
275,29,-10.089961,-0.7690942,2018100900
276,29,-10.549961,-0.36909425,2018100900
277,29,-8.709961,-0.27909425,2018100900
278,29,-3.389961,-1.6990943,2018100900
279,29,-3.469961,-0.03909424,2018100900
280,29,-10.719961,0.46090576,2018100900
281,29,-10.829961,0.33090577,2018100900
282,29,-10.549961,0.32090577,2018100900
283,29,-11.159961,0.09090576,2018100900
284,29,-11.349961,-0.21909423,2018100900
285,29,-11.699961,-0.54909426,2018100900
286,29,-11.719961,-0.91909426,2018100900
287,29,-11.489961,-0.87909424,2018100900
288,29,-11.169961,-0.25909424,2018100900
253,30,3.390039,-2.5890942,2018100900
254,30,3.4200392,-4.4090943,2018100900
255,30,-1.819961,-1.8090942,2018100900
256,30,1.970039,1.7709057,2018100900
257,30,-2.399961,-0.08909424,2018100900
258,30,-6.039961,4.450906,2018100900
259,30,-4.109961,5.990906,2018100900
260,30,-3.609961,4.370906,2018100900
261,30,-4.589961,1.4409058,2018100900
262,30,-1.909961,-0.28909424,2018100900
263,30,-2.389961,-0.23909424,2018100900
264,30,-2.689961,1.0009058,2018100900
265,30,-3.259961,0.9809058,2018100900
266,30,-3.5299609,2.1309059,2018100900
267,30,-2.859961,1.5609058,2018100900
268,30,-2.7999609,0.81090575,2018100900
269,30,-1.9699609,-0.44909424,2018100900
270,30,-6.979961,1.4509058,2018100900
271,30,-11.699961,2.5709057,2018100900
272,30,-11.929961,2.2709057,2018100900
273,30,-10.6499605,2.2109058,2018100900
274,30,-9.699961,-0.28909424,2018100900
275,30,-1.699961,-0.48909423,2018100900
276,30,-7.1599607,-0.69909424,2018100900
277,30,-3.939961,-0.5390942,2018100900
278,30,-2.169961,-0.11909424,2018100900
279,30,-10.159961,1.0809058,2018100900
280,30,-10.499961,0.8509058,2018100900
281,30,-10.989961,0.5909058,2018100900
282,30,-10.849961,0.11090576,2018100900
283,30,-11.109961,-0.19909424,2018100900
284,30,-11.219961,-0.88909423,2018100900
285,30,-11.049961,-1.0890943,2018100900
286,30,-10.749961,-0.55909425,2018100900
287,30,-10.509961,-0.15909424,2018100900
288,30,-10.1899605,-0.019094238,2018100900
253,31,1.4000391,-1.0090942,2018100900
254,31,0.060039062,-3.6290941,2018100900
255,31,1.830039,-6.919094,2018100900
256,31,-1.409961,-2.9790943,2018100900
257,31,-0.049960937,-7.3690944,2018100900
258,31,-3.639961,7.020906,2018100900
259,31,-3.509961,6.720906,2018100900
260,31,-3.689961,4.5909057,2018100900
261,31,-3.899961,1.6409057,2018100900
